,Gene,AccNum,seqlogo_logL_L24_t1,seqlogo_logL_S15_t0,seqlogo_logL_S15_t1,TIS,MFE_fpUTR_normed,MFE_fpUTRandORF_normed
4272,UBASH3A,NM_018961,-22.244435120994893,-21.388394943827446,-21.361057962004207,112.0,-0.2594047619047619,-0.39630434782608703
4273,C19orf47,NM_001256440,-22.244435120994893,-21.389047304368493,-21.361126509775247,76.0,-0.16615384615384615,-0.4307079646017699
4274,SMS,NM_004595,-22.244921147735926,-21.39061587684883,-21.36346899509916,124.0,-0.4448412698412698,-0.4103977272727273
4275,AHSA1,NM_012111,-22.24526735377862,-21.393685577676703,-21.366217890442243,102.0,-0.4070625,-0.4033076923076923
4276,RHBDD2,NM_001346186,-22.246564898522525,-21.39395509647727,-21.371752534955327,91.0,-0.413356940509915,-0.4229032258064516
4277,PDE4DIP,NM_001350520,-22.246949439961604,-21.39395509647727,-21.372707302097265,96.0,-0.5347222222222222,-0.5132311320754718
4278,TCTN3,NM_015631,-22.248349020316027,-21.394608687197824,-21.372904206366343,70.0,-0.3743852459016393,-0.3950872093023256
4279,TMEM181,NM_020823,-22.249550221661657,-21.39506995584071,-21.374108886680897,81.0,-0.3563636363636364,-0.5309009009009009
4280,SH3BGRL,NM_003022,-22.25003110649901,-21.39522016347557,-21.37503255753883,83.0,-0.30337531486146097,-0.3073843058350101
4281,NSL1,NM_001042549,-22.25003110649901,-21.395798699794863,-21.37617103272157,107.0,-0.035,-0.4357462686567164
4282,MYL6,NM_021019,-22.250619168850566,-21.396570602573444,-21.37968253125437,80.0,-0.3137588652482269,-0.33601659751037344
4283,CNOT8,NM_004779,-22.25230125503355,-21.398502970324497,-21.379914170765254,85.0,-0.4418648648648649,-0.4181063829787234
4284,SKA2,NM_001330399,-22.254485456848393,-21.39908291582588,-21.38006094582528,81.0,-0.37076086956521737,-0.3442287234042553
4285,CCDC69,NM_015621,-22.25514620716578,-21.39985604878396,-21.380848546726718,118.0,-0.6719512195121952,-0.4695964125560538
4286,KPNA2,NM_001320611,-22.25621515435468,-21.40015186301478,-21.381588375075538,79.0,-0.35330645161290325,-0.3360972222222222
4287,DRG1,NM_004147,-22.25621515435468,-21.400551197462683,-21.382972181907018,83.0,-0.4167175572519084,-0.35588744588744586
4288,C2orf69,NM_153689,-22.256545787520203,-21.40057141784649,-21.387075334466232,80.0,-0.40748633879781415,-0.4261837455830389
4289,BTG1,NM_001731,-22.256615234376024,-21.4011869918887,-21.390276837552236,92.0,-0.44270718232044204,-0.40997835497835494
4290,ZNF266,NM_006631,-22.260183477963032,-21.40144880983245,-21.39108434063991,81.0,-0.35847405112316033,-0.3587994248741912
4291,CD53,NM_001040033,-22.260183477963032,-21.40343055447648,-21.393200494736046,87.0,-0.2906432748538012,-0.3158671586715867
4292,HSPA5,NM_005347,-22.260669504704065,-21.40580227280611,-21.393221864002765,101.0,-0.3962835249042146,-0.4227423822714682
4293,FAAP20,NM_001282670,-22.261000137869587,-21.408763388761074,-21.39393242466974,77.0,-0.4340655481857199,-0.4338865940668419
4294,USP8,NM_001128610,-22.262453626497564,-21.41154044921706,-21.39450809333973,99.0,-0.3611078717201166,-0.32853273137697514
4295,KLHDC8B,NM_173546,-22.263270286404122,-21.411986320661786,-21.396747041572553,79.0,-0.35880851063829783,-0.40394029850746266
4296,PHGDH,NM_006623,-22.264914037190717,-21.412952218320576,-21.397426538672892,114.0,-0.3516299559471365,-0.3435779816513761
4297,TPSAB1,NM_003294,-22.2663675258187,-21.41408937085856,-21.397919883956163,99.0,-0.19346153846153846,-0.4495394736842105
4298,SPTLC2,NM_004863,-22.26763817402016,-21.416492250518825,-21.399990851229852,94.0,-0.5037234042553191,-0.52
4299,CSNK2A1,NM_177559,-22.268380245167208,-21.41656625333097,-21.401305433897054,82.0,-0.33419847328244273,-0.34354969574036515
4300,FURIN,NM_001289824,-22.26844969202303,-21.41678449863956,-21.402139580629466,63.0,-0.4045263157894737,-0.4154791666666667
4301,IRF6,NM_006147,-22.26990318065101,-21.417218181335187,-21.402396112921828,117.0,-0.4182236842105263,-0.443960396039604
4302,LYZ,NM_000239,-22.270821876168085,-21.419420012594518,-21.40332259538581,93.0,-0.2605454545454545,-0.382
4303,OSBPL11,NM_022776,-22.27250396235107,-21.419536501243652,-21.403680851251874,117.0,-0.4306105834464044,-0.4181600955794504
4304,TMEM63B,NM_001318792,-22.274147713137666,-21.420774125164005,-21.403828817906263,102.0,-0.39065573770491796,-0.3997173144876325
4305,CGAS,NM_138441,-22.274964373044227,-21.420878384191887,-21.404156162294672,105.0,-0.3879136690647482,-0.44205020920502097
4306,TMCO1,NM_001256165,-22.2753489144833,-21.421917635866087,-21.40417709670193,87.0,-0.40852579852579857,-0.3922287968441815
4307,ISOC2,NM_024710,-22.27761906301784,-21.422717228445087,-21.405694443615342,115.0,-0.4643103448275863,-0.4350729927007299
4308,GPATCH4,NM_182679,-22.279018643372265,-21.424542606319683,-21.40699018982864,102.0,-0.3000729927007299,-0.33481012658227843
4309,LMF1,NM_001352018,-22.280802765165767,-21.425651102243513,-21.408488042610426,89.0,-0.4066871165644171,-0.4178032786885246
4310,CLUAP1,NM_001330454,-22.280802765165767,-21.42706486709569,-21.408563609222835,91.0,-0.3845985401459854,-0.3271308016877637
4311,STIL,NM_001282936,-22.280872212021585,-21.427252383610483,-21.409815500031566,89.0,-0.35541208791208795,-0.3320689655172414
4312,RHOG,NM_001665,-22.282932542693402,-21.427911471211548,-21.40996483884582,116.0,-0.3791772151898734,-0.3888372093023256
4313,SARNP,NM_033082,-22.283072913700305,-21.428798389229765,-21.41040532925052,114.0,-0.3358181818181818,-0.3201290322580645
4314,C19orf25,NM_152482,-22.286398750669886,-21.43156500886846,-21.411074199068644,94.0,-0.4165217391304348,-0.4412426035502958
4315,ALDH18A1,NM_001323413,-22.286398750669886,-21.431572316112497,-21.412770542252225,98.0,-0.477175572519084,-0.4459634888438134
4316,NFYC,NM_001308115,-22.288770934814938,-21.431694081767393,-21.41297184572856,79.0,-0.32536423841059603,-0.3381592039800995
4317,NCBP2-AS2,NM_001355243,-22.28962500313118,-21.43356500953513,-21.413280463294345,87.0,-0.46,-0.4794845360824742
4318,ADA2,NM_001282225,-22.29144116337082,-21.435199285190823,-21.415179284049987,90.0,-0.340036231884058,-0.3403989361702128
4319,MYCBP2,NM_015057,-22.291685333802995,-21.435983906651238,-21.417764887620887,110.0,-0.5294007490636704,-0.5712806539509536
4320,P2RY1,NM_002563,-22.29573960413104,-21.43685825720135,-21.419504395528808,98.0,-0.5033119266055046,-0.5083025210084033
4321,NPL,NM_001200050,-22.29573960413104,-21.43686486474729,-21.41991549211395,83.0,-0.4450387596899225,-0.4478926174496645
4322,YIPF2,NM_024029,-22.296139684152376,-21.437236687504534,-21.41994129258791,122.0,-0.443406113537118,-0.4343010752688172
4323,TRUB2,NM_001329863,-22.296139684152376,-21.437897979081907,-21.42031707871376,55.0,-0.39072463768115945,-0.3826193247962748
4324,RHOT2,NM_001352289,-22.29655112213391,-21.438338642371786,-21.422542616509798,38.0,-0.4541543700340522,-0.475565749235474
4325,C11orf58,NM_014267,-22.297037148874946,-21.43909874789071,-21.423056246024217,76.0,-0.4369101123595505,-0.4411151079136689
4326,TMED3,NM_001330376,-22.29882127066844,-21.439392248009934,-21.423485119531687,119.0,-0.4943617021276596,-0.483125
4327,SUCLG2,NM_003848,-22.29882127066844,-21.44060940605453,-21.425472414355113,126.0,-0.014285714285714287,-0.381640625
4328,SVBP,NM_199342,-22.299221350689784,-21.440735733947765,-21.425606270401868,74.0,-0.4800425531914894,-0.4228955223880597
4329,LDB1,NM_001113407,-22.300193954480413,-21.442860275886353,-21.426502161375467,83.0,-0.5371625344352617,-0.5141252699784017
4330,DDX31,NM_001322341,-22.30351979145,-21.443798931388603,-21.42748112454425,71.0,-0.4834007352941177,-0.4886335403726708
4331,ITGAX,NM_000887,-22.30451929178308,-21.443974344369764,-21.427893196156763,109.0,-0.19181818181818186,-0.2833031674208145
4332,RIOK1,NM_001348194,-22.30718952033896,-21.444726136007,-21.429457248166464,75.0,-0.3674324324324325,-0.3355987055016181
4333,MLYCD,NM_012213,-22.30718952033896,-21.444768736206967,-21.430717019284447,84.0,-0.1305,-0.59125
4334,AHNAK,NM_001620,-22.30718952033896,-21.444826289026434,-21.431751475991707,75.0,-0.4587333333333333,-0.46915
4335,RAB27B,NM_004163,-22.31004773122505,-21.444881112085028,-21.432047383669488,107.0,-0.3900411522633745,-0.3631486880466472
4336,GINM1,NM_138785,-22.311472388221997,-21.445611048310944,-21.432075936313534,86.0,-0.4378260869565217,-0.4804234527687297
4337,ZNF160,NM_001322130,-22.314569627636587,-21.446217515468096,-21.43215142672635,113.0,-0.3548302469135803,-0.351524064171123
4338,TTC33,NM_012382,-22.314569627636587,-21.448829409767498,-21.432168733445405,118.0,-0.43405405405405395,-0.3952822580645161
4339,PLD6,NM_178836,-22.316423196285907,-21.449922649239124,-21.43219658870428,90.0,-0.4115217391304348,-0.475068493150685
4340,ITPR1,NM_001168272,-22.31717040933664,-21.450948689844,-21.432268383329827,84.0,-0.4432571428571428,-0.4363111111111111
4341,EPOR,NM_000121,-22.318693344820442,-21.451706771032626,-21.43250573376694,84.0,-0.5371851851851852,-0.5618723404255319
4342,DLC1,NM_182643,-22.31902397798596,-21.452910611739853,-21.436586678499047,87.0,-0.29614864864864865,-0.3059926470588236
4343,HIST1H1D,NM_005320,-22.321294126520506,-21.453240330120337,-21.437267433535126,75.0,-0.2349090909090909,-0.2605161290322581
4344,AFF1,NM_001313959,-22.321294126520506,-21.4546370428898,-21.43754265218943,115.0,-0.4998571428571428,-0.4671923076923077
4345,FAM207A,NM_058190,-22.322126359304228,-21.454843971285587,-21.437545081964046,99.0,-0.3257377049180328,-0.4809937888198758
4346,PVR,NM_006505,-22.322937877307094,-21.456554052597426,-21.437644010414765,101.0,-0.5234782608695653,-0.5332832080200501
4347,TTC7B,NM_001320421,-22.32391048109773,-21.45773643923237,-21.437682504951436,127.0,-0.500872641509434,-0.4734923664122138
4348,TMEM201,NM_001010866,-22.325538659007158,-21.45825605472861,-21.438091111290703,76.0,-0.18929824561403508,-0.5108917197452228
4349,TMPO,NM_001032283,-22.326992147635142,-21.45872458160527,-21.440352169389406,68.0,-0.4880677966101695,-0.467746835443038
4350,NR2C2AP,NM_176880,-22.326992147635142,-21.46107534049789,-21.440500465241236,92.0,-0.3917886178861789,-0.38017057569296375
4351,SLU7,NM_006425,-22.32780880754169,-21.461384827535703,-21.44085893659736,79.0,-0.32761290322580644,-0.3310196078431372
4352,VAMP3,NM_004781,-22.327808807541693,-21.46159439529309,-21.442184278978317,75.0,-0.21591304347826085,-0.2957209302325581
4353,EXOSC10,NM_001001998,-22.329662376191017,-21.46193794159837,-21.442613988432807,96.0,-0.4131645569620253,-0.4066480446927375
4354,DDX24,NM_020414,-22.3329882131606,-21.464333800616924,-21.442710679524453,102.0,-0.38737373737373737,-0.3070854271356784
4355,MARS2,NM_138395,-22.335258361695143,-21.464418218591327,-21.443756580871142,105.0,-0.4230392156862745,-0.3916831683168317
4356,TMEM70,NM_001040613,-22.335360397305656,-21.464595451472412,-21.44484778537821,87.0,-0.4757142857142857,-0.479
4357,TP53INP1,NM_001135733,-22.335846424046693,-21.466143678322407,-21.445039583822037,115.0,-0.321953125,-0.3100413223140496
4358,SP100,NM_001080391,-22.33656159865129,-21.46721236675068,-21.44533010202759,113.0,-0.5274468085106383,-0.4525311203319502
4359,POLR1C,NM_203290,-22.33656159865129,-21.467271287573734,-21.446420240807193,118.0,-0.3344186046511628,-0.360752688172043
4360,AAAS,NM_015665,-22.337630545840195,-21.468110800705453,-21.447782156531844,80.0,-0.3510429447852761,-0.3590494296577947
4361,ZNF687,NM_001304763,-22.337961179005713,-21.46827990475749,-21.448790913915253,90.0,-0.3611958762886598,-0.3523644859813084
4362,TES,NM_015641,-22.33889605213796,-21.469907111248048,-21.449306738092965,73.0,-0.5291162790697674,-0.4371746031746032
4363,STMP1,NM_001130929,-22.33948411448952,-21.470144097010728,-21.449500270585013,117.0,-0.4300934579439253,-0.3438647342995169
4364,RCOR3,NM_001350070,-22.341287015975293,-21.470588697097448,-21.45076422792221,84.0,-0.4025754527162978,-0.3921755027422304
4365,CIT,NM_001206999,-22.34225961976593,-21.471433389802385,-21.45364021047305,99.0,-0.33285714285714285,-0.4108333333333333
4366,WARS,NM_004184,-22.34274050460328,-21.47220518065484,-21.455010849024127,72.0,-0.3237270341207349,-0.3315800415800416
4367,USF2,NM_003367,-22.34372864697617,-21.473909298477977,-21.45515802220925,63.0,-0.3110483870967742,-0.4140178571428571
4368,HBG2,NM_000184,-22.34372864697617,-21.4739152996362,-21.4566347168371,89.0,-0.2962264150943396,-0.2825490196078431
4369,HBG1,NM_000559,-22.34372864697617,-21.474260237242767,-21.461159235547786,89.0,-0.2962264150943396,-0.2825490196078431
4370,ORC3,NM_181837,-22.344929848321804,-21.474613309580317,-21.461299479673603,111.0,-0.35843137254901963,-0.3057920792079208
4371,PSENEN,NM_172341,-22.34541073315916,-21.47551001914392,-21.463072896288253,106.0,-0.3781363636363636,-0.3706875
4372,ZNF7,NM_001349809,-22.347194854952654,-21.477225888540026,-21.46371946146248,76.0,-0.4323861171366595,-0.4509090909090909
4373,ZNF451,NM_001257273,-22.347194854952654,-21.477676575633847,-21.46420873975405,96.0,-0.5068442622950821,-0.44956395348837214
4374,KIAA1586,NM_020931,-22.347194854952654,-21.478146869334694,-21.46519825273445,96.0,-0.4197321428571428,-0.3869135802469136
4375,RFX1,NM_002918,-22.351108754273795,-21.48155161733213,-21.466384945496767,107.0,-0.32018382352941177,-0.3099193548387097
4376,FAS,NM_000043,-22.35192541418035,-21.48158765505456,-21.46716082295395,106.0,-0.4237106918238994,-0.3848803827751196
4377,GINS4,NM_032336,-22.352898017970986,-21.482682209372488,-21.470255504855782,109.0,-0.3287619047619048,-0.3623870967741936
4378,ATP13A3,NM_024524,-22.35370953597385,-21.484445400125228,-21.471175639340867,92.0,-0.21758706467661693,-0.23844621513944225
4379,TMEM173,NM_198282,-22.354580104153968,-21.48501121776268,-21.471682792594,83.0,-0.3312874251497006,-0.34684331797235024
4380,FBXO22,NM_147188,-22.35539162215684,-21.48587766097004,-21.472103898804495,86.0,-0.4778095238095239,-0.5070243902439024
4381,IFIT5,NM_012420,-22.35597968450839,-21.488501556842557,-21.47302479471288,91.0,-0.4629437229437229,-0.3880664652567976
4382,AP2B1,NM_001030006,-22.35597968450839,-21.488601967011075,-21.47303515725527,104.0,-0.293015873015873,-0.2700692041522491
4383,IGBP1,NM_001551,-22.357661770691376,-21.489446987089345,-21.4758349183566,114.0,-0.34684563758389264,-0.3604522613065327
4384,PCYT1B,NM_004845,-22.358996119106962,-21.490449238710145,-21.476542528320426,74.0,-0.2966523605150215,-0.31585585585585585
4385,ELMSAN1,NM_194278,-22.3595153393407,-21.492407999898486,-21.478490755093244,105.0,-0.4911877394636016,-0.4804869762174405
4386,KDM5D,NM_001146705,-22.359845972506214,-21.492804589578906,-21.478504922243477,66.0,-0.28336805555555555,-0.3114432989690722
4387,TPRG1L,NM_182752,-22.36067820528995,-21.49325826247933,-21.479634347600747,98.0,-0.4709876543209877,-0.5277348066298342
4388,RREB1,NM_001003699,-22.362494365529585,-21.493332965538233,-21.47976087678921,95.0,-0.3490243902439024,-0.3551351351351352
4389,GOLIM4,NM_014498,-22.362948353824486,-21.495117087331728,-21.480846917661466,98.0,-0.5056875,-0.4976351351351351
4390,DLG1,NM_001290983,-22.36781414215539,-21.496426120577976,-21.481258500128693,74.0,-0.43254826254826256,-0.393983286908078
4391,CRCP,NM_014478,-22.36999834397023,-21.496519801259414,-21.481792079127285,85.0,-0.4187586206896552,-0.3551836734693877
4392,ITGB3,NM_000212,-22.370586406321788,-21.49704344590741,-21.48397988004135,85.0,-0.45,-0.4994166666666667
4393,SHOC2,NM_001324337,-22.37172804147653,-21.49836625877235,-21.48729986469448,81.0,-0.31323970037453186,-0.3000946372239747
4394,NCAPD2,NM_014865,-22.373410127659515,-21.498943043804413,-21.48755169982513,126.0,-0.2480434782608696,-0.2576027397260274
4395,MAP2K3,NM_001316332,-22.37351216327003,-21.49940256575653,-21.48830063833735,52.0,-0.4330188679245283,-0.4102079722703639
4396,EP400,NM_015409,-22.374782811471487,-21.500584776897863,-21.488433269602886,128.0,-0.44493421052631577,-0.4433333333333333
4397,SGO1,NM_001199251,-22.37578231180457,-21.501840010422047,-21.48854934387921,105.0,-0.38361774744027305,-0.33885496183206104
4398,STAT5B,NM_012448,-22.37618239182591,-21.50193111823127,-21.488872610639287,100.0,-0.4687573964497042,-0.42591078066914495
4399,DRG2,NM_001388,-22.380096291147048,-21.502342387001203,-21.48895586809094,92.0,-0.3603184713375796,-0.3691828793774319
4400,BRAF,NM_001354609,-22.38023666215395,-21.504615277619568,-21.48948341251582,126.0,-0.3828444444444444,-0.5588923076923077
4401,NUCB1,NM_006184,-22.381778377330036,-21.50467546980062,-21.489811282212266,65.0,-0.3892215568862276,-0.4217281105990783
4402,COX6C,NM_004374,-22.381778377330036,-21.505674335106683,-21.490018515991782,108.0,-0.3128746928746929,-0.34457593688362914
4403,GLRX5,NM_016417,-22.383081614286183,-21.507573324492633,-21.492819123300954,83.0,-0.5368269230769229,-0.5904411764705882
4404,TMEM97,NM_014573,-22.38575184284207,-21.508589248920426,-21.493021129040805,95.0,-0.4104137931034483,-0.4239183673469388
4405,CD151,NM_004357,-22.385832647658077,-21.508939187684717,-21.493073926918157,104.0,-0.4247222222222222,-0.3862295081967213
4406,BRWD3,NM_153252,-22.38843342935813,-21.509857321327786,-21.493268236798876,96.0,-0.3311406844106464,-0.3319559228650138
4407,SIPA1,NM_153253,-22.38884908225664,-21.513231235985927,-21.494728889020166,72.0,-0.4725,-0.4880555555555556
4408,RAD51C,NM_058216,-22.390077180144726,-21.513231235985927,-21.495470454359946,75.0,-0.5014084507042254,-0.4978947368421053
4409,PTBP1,NM_002819,-22.390077180144726,-21.51339222318779,-21.496015793768567,72.0,-0.3279245283018868,-0.3448058252427185
4410,PDK3,NM_001142386,-22.390531168439626,-21.51480132957448,-21.4974256846432,86.0,-0.5671615720524017,-0.5284802431610942
4411,MTO1,NM_001123226,-22.392347328679264,-21.51517792077489,-21.49845587575703,100.0,-0.17419354838709675,-0.2904017857142857
4412,L3MBTL2,NM_031488,-22.393714870587548,-21.51569017239325,-21.49881212329469,62.0,-0.3416666666666667,-0.2843506493506493
4413,ATF4,NM_001675,-22.39380081730725,-21.51621027877757,-21.498828139496908,99.0,-0.4694588500563698,-0.4700607902735562
4414,MKLN1,NM_001145354,-22.400715578349786,-21.51706633620533,-21.498834378719945,51.0,-0.3608292682926829,-0.32967213114754096
4415,CNN3,NM_001839,-22.402169066977766,-21.51832645837402,-21.499262661270585,98.0,-0.5569604863221885,-0.49004662004662
4416,ABCE1,NM_002940,-22.40418178632627,-21.520604529300805,-21.500058026914726,110.0,-0.3541760722347629,-0.33585635359116023
4417,ERP44,NM_015051,-22.40425123318209,-21.521492214456867,-21.50091607221298,114.0,-0.3749056603773585,-0.33060897435897435
4418,DDX39A,NM_005804,-22.406623417327147,-21.521937266439924,-21.502075546919766,129.0,-0.29177966101694913,-0.29155963302752297
4419,NRP1,NM_003873,-22.40888030710782,-21.52222624844725,-21.503278969835254,87.0,-0.34267686424474186,-0.3484269662921348
4420,NAXE,NM_144772,-22.410467869792466,-21.522888444978122,-21.503516313515348,60.0,-0.4456410256410256,-0.5228057553956834
4421,RCBTB1,NM_001352506,-22.4108679498138,-21.52296167420394,-21.504304450126828,110.0,-0.3431609195402299,-0.35694845360824745
4422,AP3M2,NM_001134296,-22.412219402831262,-21.52301025475946,-21.505950878395616,102.0,-0.4506529209621993,-0.42
4423,SDR39U1,NM_020195,-22.414505640256625,-21.5262203930836,-21.506596590268625,84.0,-0.2225,-0.3584090909090909
4424,CACUL1,NM_153810,-22.414820184531326,-21.526369191536368,-21.50686951277832,90.0,-0.5081818181818182,-0.4994006849315068
4425,SYTL4,NM_080737,-22.416604306324825,-21.52680331353147,-21.507887685178773,89.0,-0.3173033707865168,-0.3268859649122807
4426,XPO7,NM_015024,-22.41660430632483,-21.527141094314953,-21.508079582454762,114.0,-0.37,-0.3927722772277228
4427,CLPX,NM_006660,-22.416848476757004,-21.528107744946052,-21.50936915016447,73.0,-0.4548314606741573,-0.4943869209809264
4428,UBXN4,NM_014607,-22.418248057111427,-21.52963673147468,-21.51070299363256,94.0,-0.492700964630225,-0.4885158150851582
4429,ITFG2,NM_018463,-22.418248057111427,-21.531001894968668,-21.511200689327268,81.0,-0.40092857142857147,-0.41775
4430,CARHSP1,NM_001042476,-22.419064717017974,-21.531088017917195,-21.511723391330037,86.0,-0.4388611111111112,-0.4484347826086957
4431,PAK2,NM_002577,-22.422200291828947,-21.531979100590963,-21.512013688342854,89.0,-0.462360248447205,-0.42938388625592416
4432,FAM53B,NM_014661,-22.422371774295286,-21.53420706949889,-21.512313680609346,79.0,-0.5425621414913958,-0.5147351524879615
4433,MTG1,NM_138384,-22.422702407460804,-21.53511479930693,-21.51299416877161,75.0,-0.4514423076923077,-0.5086764705882353
4434,HEXA,NM_001318825,-22.423363157778198,-21.5353642039977,-21.51300941423968,90.0,-0.4011976047904192,-0.4089683860232945
4435,MON1B,NM_014940,-22.423903608806445,-21.53674229261032,-21.513314014626133,74.0,-0.4166,-0.4321111111111111
4436,RPS5,NM_001009,-22.424572475974003,-21.537298262068557,-21.514025560566978,111.0,-0.2908333333333333,-0.3140697674418605
4437,FCHSD2,NM_014824,-22.428508210827648,-21.537698342089897,-21.51447534630476,141.0,-0.3186877828054299,-0.3074766355140187
4438,ACBD6,NM_032360,-22.430082514758425,-21.539179072874433,-21.515753821328673,106.0,-0.4580676328502415,-0.4651595006934813
4439,KIF16B,NM_024704,-22.430670577109982,-21.540486955699212,-21.516814599585647,104.0,-0.4633962264150944,-0.4208494208494208
4440,SLC29A1,NM_001078177,-22.43115660385102,-21.540637163334075,-21.517456415934905,100.0,-0.5210590631364562,-0.4904568527918782
4441,CCNG2,NM_004354,-22.43115660385102,-21.540715758122353,-21.518415008179414,99.0,-0.5470297029702971,-0.476848635235732
4442,PI4K2A,NM_018425,-22.432352663292967,-21.542603314298255,-21.5212969422219,77.0,-0.4096491228070176,-0.462547770700637
4443,DCK,NM_000788,-22.432352663292967,-21.542618107307078,-21.52163438705389,114.0,-0.5345138888888888,-0.4759536082474226
4444,BAG2,NM_004282,-22.432352663292967,-21.542980541094433,-21.522394367013153,108.0,-0.507576530612245,-0.5087398373983739
4445,ESPL1,NM_012291,-22.4362665626141,-21.543434698600926,-21.52254102321547,79.0,-0.2840659340659341,-0.3343979057591623
4446,ALMS1,NM_015120,-22.436704978031827,-21.54344020554748,-21.523018290392734,76.0,-0.30693693693693697,-0.5837440758293839
4447,DROSHA,NM_013235,-22.439077162176886,-21.544410122291985,-21.52320082339586,105.0,-0.3323676880222841,-0.3517429193899782
4448,EDEM1,NM_014674,-22.4397214126304,-21.54459914034377,-21.523711877632287,120.0,-0.4801515151515152,-0.5149137931034482
4449,ITSN1,NM_001331010,-22.440390279797963,-21.546034919599947,-21.52447866115047,100.0,-0.3620231213872833,-0.353542600896861
4450,GTF2H1,NM_001142307,-22.44072091296348,-21.546638594422003,-21.526161341529146,94.0,-0.38887608069164253,-0.38136020151133504
4451,SETMAR,NM_006515,-22.441922114309115,-21.54722965216759,-21.527389673896078,69.0,-0.3892537313432836,-0.3489820359281437
4452,CHTOP,NM_001206612,-22.441922114309115,-21.54765233454513,-21.527723921902147,123.0,-0.3570184696569921,-0.3401043841336117
4453,PLEKHA3,NM_019091,-22.442402999146466,-21.54772639399111,-21.528118132000508,76.0,-0.5494221105527638,-0.4961244979919678
4454,C11orf21,NM_001142946,-22.442505034756984,-21.54883018796113,-21.528768530928716,113.0,-0.2575,-0.3826973684210526
4455,SPI1,NM_001080547,-22.442991061498017,-21.548956271748036,-21.529241049579305,53.0,-0.4362780269058296,-0.3940866873065016
4456,PCGF1,NM_032673,-22.442991061498017,-21.54925331615836,-21.530076874941415,126.0,-0.3161538461538462,-0.34404761904761905
4457,NSRP1,NM_032141,-22.444775183291522,-21.550155165009514,-21.53126965553675,117.0,-0.2762162162162162,-0.2621897810218978
4458,SCYL1,NM_020680,-22.44583601363025,-21.551181692427193,-21.531803552249173,77.0,-0.6424675324675324,-0.5698870056497175
4459,REC8,NM_001048205,-22.44583601363025,-21.554692439828568,-21.533817206541467,100.0,-0.423560606060606,-0.4388057324840765
4460,PHF5A,NM_032758,-22.44641893407812,-21.554900187686023,-21.535162112167395,120.0,-0.4166666666666667,-0.3317218543046358
4461,SERINC1,NM_020755,-22.447620135423755,-21.555957203169047,-21.535894323221477,100.0,-0.31305555555555553,-0.3591803278688525
4462,UQCC1,NM_018244,-22.449473704073075,-21.5571276166956,-21.536304599188078,118.0,-0.35743016759776536,-0.3625806451612903
4463,SPTBN2,NM_006946,-22.44950574251921,-21.5588293768438,-21.537681848266875,86.0,-0.2205555555555556,-0.2913372093023256
4464,DCAKD,NM_001288654,-22.449959730814115,-21.558999654441504,-21.53894578776536,102.0,-0.41980501392757663,-0.4162309368191721
4465,ASXL2,NM_018263,-22.450701801961163,-21.559643065636205,-21.53899731702173,75.0,-0.393843537414966,-0.38383248730964464
4466,WDR73,NM_032856,-22.450771248816984,-21.560055249191173,-21.539095715539712,73.0,-0.4427536231884058,-0.3988165680473373
4467,NOP9,NM_174913,-22.452555370610487,-21.561838559728827,-21.539375055870924,97.0,-0.33752475247524755,-0.4326865671641791
4468,COPE,NM_001330469,-22.45482551914502,-21.56420463273799,-21.54094120627019,115.0,-0.2565454545454545,-0.3710967741935484
4469,SHMT1,NM_004169,-22.457057332283174,-21.56536030142087,-21.541398368754674,99.0,-0.488388625592417,-0.4432797427652734
4470,KDM4A,NM_014663,-22.457670471277257,-21.566719920936908,-21.5426673192838,111.0,-0.4537951807228915,-0.3740601503759399
4471,STARD3NL,NM_032016,-22.461009567000694,-21.567794041417006,-21.54377982452092,104.0,-0.5113919413919414,-0.4806970509383378
4472,NFE2,NM_001261461,-22.461009567000694,-21.56808210948441,-21.54479232445076,90.0,-0.4118912529550827,-0.40428298279158703
4473,LONP2,NM_031490,-22.461340200166216,-21.568658983087374,-21.54484364549568,81.0,-0.4526576576576576,-0.4553416149068323
4474,CPVL,NM_001348052,-22.461340200166216,-21.568694749452302,-21.54539346408047,80.0,-0.3762264150943396,-0.3785869565217391
4475,KBTBD8,NM_032505,-22.463124321959718,-21.57121980394904,-21.54646367864332,117.0,-0.12547169811320755,-0.2877777777777778
4476,HINT1,NM_005340,-22.463124321959718,-21.57327732148307,-21.54755095209003,101.0,-0.4796503496503497,-0.4567078189300411
4477,DNAJC21,NM_194283,-22.46418515229845,-21.573754093549343,-21.547735005074987,78.0,-0.5324229074889868,-0.5302752293577981
4478,CMPK1,NM_016308,-22.46418515229845,-21.5738628109624,-21.548184212756738,16.0,-0.6086577181208054,-0.529558232931727
4479,GNAS,NM_080425,-22.464977890609042,-21.574044840133077,-21.548508851901406,82.0,-0.3714385964912281,-0.3698181818181818
4480,PPP1R12A,NM_002480,-22.467822842741274,-21.574232113179665,-21.548797894711686,83.0,-0.4270037453183521,-0.4305177111716621
4481,MTPAP,NM_018109,-22.47149257163024,-21.57520629690023,-21.549704095516482,115.0,-0.17793650793650795,-0.2810429447852761
4482,GPR108,NM_001080452,-22.47149257163024,-21.575273234451323,-21.550166613743144,108.0,-0.33847826086956523,-0.4673287671232877
4483,STX8,NM_004853,-22.472844024647703,-21.575555897463474,-21.55057642640004,124.0,-0.3916,-0.30696
