Gene,AccNum,seqlogo_logL_L24_t1,seqlogo_logL_S15_t0,seqlogo_logL_S15_t1,seqlogo_logL_S15_t2,TIS,MFE_fpUTR_normed,MFE_fpUTRandORF_normed,ER_L24_t1_logFC,ER_L24_t1_change,ER_S15_t0_logFC,ER_S15_t0_change,ER_S15_t1_logFC,ER_S15_t1_change,ER_S15_t2_logFC,ER_S15_t2_change,fpUTR_gc_percent
TBRG1,NM_032811,-21.22536763928544,-20.628008977009845,-20.638427506466094,-21.518763030698516,84.0,-0.4308403361344538,-0.4216863905325444,-0.227939230922287,No,0.40134675772699996,No,0.3344893,No,0.39309440000000007,No,0.6722689075630253
HIGD1A,NM_001099668,-21.227380358633944,-20.629028818663272,-20.638456056828662,-21.5221636256392,83.0,-0.3982071713147409,-0.3763532763532763,-0.191439844176105,No,0.9593136201823179,No,1.1112739999999999,enrich,1.114053,enrich,0.6892430278884463
WASHC3,NM_016053,-21.22829905415102,-20.630281166979735,-20.638601978326033,-21.522432759587478,83.0,-0.39932098765432095,-0.4118320610687023,-0.22466180721453197,No,-0.18459917493078198,No,-0.31310029999999994,No,-0.14375079999999998,No,0.6604938271604939
HSPA1B,NM_005346,-21.228379858967028,-20.63124665392069,-20.640392808692887,-21.522432759587478,106.0,-0.3875,-0.4144620253164557,0.11654230043994501,No,-0.378117408612478,No,0.00501118840172393,No,-0.141837367073039,No,0.6574074074074074
ARAF,NM_001256196,-21.228779938988367,-20.631247817610827,-20.64121836111693,-21.522432759587478,63.0,-0.3479620853080569,-0.3804501607717042,0.628283933316577,No,0.5148460594232439,No,0.3226525,No,0.09537214,No,0.6066350710900474
PPA2,NM_176869,-21.231152123133427,-20.63157117042836,-20.64158161415913,-21.523217381047893,81.0,-0.14,-0.5210833333333333,-0.265248807519895,No,0.0317302628214443,No,-0.214020314820961,No,0.0182543404423143,No,0.65
LYRM2,NM_020466,-21.23567916144864,-20.63321280488487,-20.642498840307955,-21.523698265885248,117.0,-0.3430769230769231,-0.2801438848920863,-0.00184620131512977,No,0.163115005541043,No,0.234109,No,0.3944781,No,0.7435897435897436
SURF6,NM_006753,-21.23674810863755,-20.63455568231164,-20.643639155951238,-21.5239477474327,99.0,-0.3724358974358975,-0.3853932584269663,0.14131487359234302,No,0.51422495660728,No,0.43258640000000004,No,0.6297371,No,0.7051282051282052
CLCN6,NM_001286,-21.23794930998318,-20.634799852743818,-20.64398865649273,-21.52411922989904,124.0,-0.3959281437125749,-0.4598876404494383,0.213953243319307,No,0.0653522931510496,No,0.04955906,No,-0.222602,No,0.6526946107784432
CD37,NM_001774,-21.23794930998318,-20.635477613722497,-20.6441433902442,-21.524535809784254,83.0,-0.15776859504132232,-0.20126696832579186,0.675858932373996,No,0.182948114801177,No,0.15447929999999999,No,-0.2354049,No,0.5371900826446281
ACTR3,NM_005721,-21.23794930998318,-20.636922985500306,-20.645486057650253,-21.525320431244673,124.0,-0.4579768786127168,-0.44069506726457397,-0.45779505187784003,No,-0.5250805607822371,No,-0.5751404999999999,No,-0.22560650000000002,No,0.6907514450867052
PLXND1,NM_015103,-21.23843019482053,-20.637417178739923,-20.645654812894193,-21.526389378433574,101.0,-0.3974,-0.4807,0.113268225951237,No,0.267277599942844,No,0.21527719033025197,No,-0.119797542088267,No,0.89
ALDH1B1,NM_000692,-21.23843019482053,-20.637505291155087,-20.646760045090954,-21.52703894000237,97.0,-0.4459477124183007,-0.4435177865612648,0.11895344400566801,No,0.0735783049044194,No,-0.159588414867441,No,0.01168886,No,0.7124183006535948
UPRT,NM_001307944,-21.24186320930432,-20.63925594809839,-20.6484704414544,-21.527752536213285,48.0,-0.35336734693877553,-0.34243243243243243,-0.122864805247252,No,0.7952932903851869,No,0.681114596080573,No,0.24560700268593602,No,0.5714285714285714
RNF41,NM_194358,-21.24186320930432,-20.64150605174275,-20.649073395180682,-21.52923433056581,85.0,-0.3830434782608696,-0.3830382775119617,0.34083152763422603,No,-0.0382840575567963,No,0.09237937,No,-0.2662172,No,0.5529891304347826
PPP1R18,NM_133471,-21.24186320930432,-20.64251455700038,-20.649812341866415,-21.52923433056581,122.0,-0.4414917421417155,-0.4406575619625695,0.49111579646096504,No,1.05794551706414,enrich,1.314484,enrich,0.8372913000000001,No,0.6542354821523708
RHNO1,NM_001257097,-21.2435452954873,-20.642798800197067,-20.649955210872488,-21.5298128668851,31.0,-0.3862629757785467,-0.3583547557840617,0.441131934943704,No,1.00678685734906,enrich,1.00758563788799,enrich,0.6230638000000001,No,0.5536332179930796
CD14,NM_001174104,-21.24394537550864,-20.643273077488477,-20.650283738525648,-21.5298128668851,83.0,-0.2853316326530612,-0.3098373983739837,0.726519249302064,No,0.295191623252568,No,0.2478938,No,0.1524606,No,0.4897959183673469
MAN1A2,NM_006699,-21.245532938193282,-20.644250283110768,-20.651232370352908,-21.530597488345517,91.0,-0.3751264980026632,-0.36935370152761454,0.289923080406051,No,-0.38280610254593395,No,-0.467676059801033,No,0.472271,No,0.5406125166444741
CDC16,NM_001078645,-21.24679844449105,-20.64504084167663,-20.65151226469478,-21.53231599710321,86.0,-0.5370833333333334,-0.4876470588235294,-0.347268839778001,No,-0.392536623284455,No,-0.5361925000000001,No,-0.3097322,No,0.775
MTCH1,NM_001271641,-21.24771714000812,-20.646834218144893,-20.65167984506553,-21.53231599710321,85.0,-0.5252116402116402,-0.5760878661087866,0.511004923308368,No,1.17768941529217,enrich,1.3645496687031,enrich,0.8117169,No,0.7645502645502645
TIMMDC1,NM_016589,-21.24850176146854,-20.64776369322897,-20.651808735117367,-21.533688680915187,69.0,-0.3682629107981221,-0.3999041533546326,-0.17935292655403398,No,-0.36720898335097296,No,-0.49061844233379603,No,0.1978613,No,0.6056338028169014
SART3,NM_014706,-21.248999146169766,-20.647913900863834,-20.65380299184317,-21.533688680915187,118.0,-0.3169787234042553,-0.35853731343283585,-0.24923913654304,No,-0.214516625463746,No,-0.16103879999999998,No,-0.1591227,No,0.4723404255319149
ZFAND3,NM_021943,-21.24998728854266,-20.649733249123916,-20.653904758398266,-21.53416956575254,95.0,-0.4496867469879518,-0.4456504854368932,0.560429258245505,No,0.351846219686163,No,0.6882095,No,0.5574238,No,0.7951807228915663
GNPTAB,NM_024312,-21.251427518416783,-20.649958644492944,-20.654543144948047,-21.534267217234483,81.0,-0.5976041666666666,-0.5383904109589042,0.139170034409081,No,-0.42115544613164596,No,-0.425064667998448,No,-0.06870095,No,0.8125
CIP2A,NM_020890,-21.25331312551224,-20.650230672229874,-20.655542569172315,-21.534267217234483,79.0,-0.4904460966542751,-0.4626558265582656,-0.588336588819668,No,-0.6010377204239781,No,-0.5533729000000001,No,-0.22045879999999998,No,0.6802973977695167
SRGN,NM_001321053,-21.25369766695132,-20.65163039040839,-20.65587165079522,-21.53678153620119,89.0,-0.2948405797101449,-0.3113932584269663,0.29866521150674397,No,-0.0591400396230902,No,-0.05571637,No,-0.18990639999999998,No,0.4434782608695652
SCFD2,NM_152540,-21.25558327404678,-20.652017751747888,-20.658967233766496,-21.53719297418272,93.0,-0.3285074626865672,-0.36461538461538456,-0.095665748223573,No,0.213473933079677,No,0.01691411,No,-0.2676862,No,0.5597014925373134
HNRNPU,NM_031844,-21.25558327404678,-20.65333396833317,-20.659592634164497,-21.538181116555613,93.0,-0.3817889908256881,-0.38666666666666666,-0.216352972386499,No,-0.0761086813418906,No,0.0914129325619698,No,0.02811890666295,No,0.7064220183486238
PER1,NM_002616,-21.256779333488726,-20.655462075731425,-20.660619986336965,-21.538565657994685,84.0,-0.3890336134453782,-0.4452071005917159,0.19356660264745199,No,0.637250089048544,No,0.644820303577366,No,0.313930876821016,No,0.6470588235294118
ZNF776,NM_173632,-21.257367395840284,-20.657437819217233,-20.661950947487746,-21.541068788212808,88.0,-0.3445247148288973,-0.3658953168044077,-0.209094990437044,No,-0.611093564073603,No,-0.5675748,No,-0.297699,No,0.6083650190114068
PLK4,NM_014264,-21.257367395840284,-20.658762651186077,-20.66209010330652,-21.54123588655057,108.0,-0.4238321167883212,-0.3735828877005348,-0.440557008990983,No,-0.641678240008613,No,-0.6443502,No,-0.2604386,No,0.6240875912408759
KYAT1,NM_001287390,-21.262477354603366,-20.65915368861334,-20.663123558310676,-21.54188544811937,100.0,-0.4608163265306122,-0.4541878172588832,0.13895846075728,No,0.22546027884442396,No,0.31296609999999997,No,-0.1951035,No,0.6360544217687075
CLN5,NM_006493,-21.264330923252686,-20.659577676065112,-20.665030398285236,-21.544738517101774,76.0,-0.35214285714285715,-0.55296875,-0.0467479734290977,No,0.30397506051836604,No,0.491268912799725,No,0.0506259320091117,No,0.8928571428571429
STAM2,NM_005843,-21.264918985604247,-20.660476885554665,-20.666312731420966,-21.54642060328476,71.0,-0.4919142857142857,-0.4488444444444444,-0.6193812260704721,No,-0.17557488107349,No,-0.3859199,No,0.1628133,No,0.6914285714285714
CLK2,NM_001294338,-21.26540501234528,-20.662307489052697,-20.666668330388344,-21.548695135947877,69.0,-0.5143465045592706,-0.4893706293706294,-0.21009221385179003,No,-0.201283512815,No,-0.07942733,No,0.02060034,No,0.756838905775076
DCP1B,NM_001319292,-21.266120186949877,-20.662566824818448,-20.66733469255862,-21.552118624399395,113.0,-0.31605769230769226,-0.3794607843137255,0.0926573598126747,No,0.597347154092913,No,0.3994228,No,0.04978863,No,0.6153846153846154
MRPL11,NM_170739,-21.267189134138786,-20.66327489649247,-20.667889524661447,-21.552118624399395,97.0,-0.3072340425531915,-0.4639690721649485,0.10112803471103302,No,-0.123346298481765,No,-0.1741834,No,0.03487921,No,0.6382978723404256
LACTB2,NM_016027,-21.272046805619517,-20.663553035365297,-20.66808422237317,-21.55228572273716,139.0,-0.4243478260869565,-0.43796875,-0.23338639003190498,No,-0.295231817881479,No,-0.43944094162505,No,0.17486500000000002,No,0.6739130434782609
PSMD1,NM_002807,-21.273115752808422,-20.664112831230504,-20.67197126470585,-21.553757991057417,111.0,-0.3945679012345679,-0.3616030534351145,-0.468041417278849,No,-0.310579792804483,No,-0.44168290000000004,No,-0.3122482,No,0.7160493827160493
CAPNS1,NM_001749,-21.274969321457746,-20.664263038865364,-20.672322655432406,-21.55406984453066,111.0,-0.4834008097165992,-0.4798847262247839,-0.0296697884786049,No,-0.10661817181188,No,-0.27898905664240503,No,-0.0933810084365582,No,0.728744939271255
CHMP7,NM_152272,-21.27571653450848,-20.66633010578689,-20.673179537644312,-21.554307968117925,82.0,-0.3802469135802469,-0.42406417112299466,-0.0557113235723811,No,-0.150637849760759,No,-0.03660271,No,-0.08227892,No,0.5617283950617284
SH2B3,NM_005475,-21.277570103157803,-20.666947060429568,-20.67357282335789,-21.55698424351871,88.0,-0.6069747899159664,-0.5700000000000001,0.852747237629391,No,0.7228320102015351,No,0.820731388125688,No,0.48107690000000003,No,0.7843137254901961
TMEM258,NM_014206,-21.279252189340784,-20.667378747376528,-20.67401837543169,-21.557983743851796,78.0,-0.3712727272727273,-0.31961290322580643,0.474979145568106,No,0.093076118761197,No,0.02923632,No,-0.02038328,No,0.6727272727272727
ENG,NM_000118,-21.279252189340784,-20.66745173249602,-20.674487835347854,-21.55880040375835,71.0,-0.4120095693779904,-0.40488416988416986,0.60458025803719,No,0.206748540694079,No,0.2545372,No,-0.1625172,No,0.7081339712918661
NPEPPS,NM_006310,-21.28268520382457,-20.671744855123716,-20.67520817699816,-21.55880040375835,36.0,-0.3334529147982063,-0.3085139318885449,-0.354121632416318,No,-0.3799854388664679,No,-0.4157679,No,-0.1986355,No,0.7937219730941704
SEPSECS,NM_016955,-21.283166088661922,-20.672173517870984,-20.67602930746718,-21.55958502521877,85.0,-0.30051643192488264,-0.4000638977635783,-0.098143926249274,No,-0.139232684085845,No,-0.28036985821245103,No,-0.08087689,No,0.5305164319248826
COQ6,NM_182480,-21.284084784178997,-20.673421660411048,-20.67609327790739,-21.560486874069916,86.0,-0.3650943396226415,-0.3744015444015444,-0.008616822061563341,No,-0.22874944013354603,No,-0.252261382089724,No,-0.2652939,No,0.6540880503144654
MRPL15,NM_014175,-21.284469325618073,-20.67560512317268,-20.676396933945266,-21.560486874069916,93.0,-0.3874603174603175,-0.4831288343558282,-0.427643157985529,No,-0.35958622638805005,No,-0.5708530137694399,No,-0.47548320000000005,No,0.6349206349206349
FAM122B,NM_001331088,-21.284950210455424,-20.675620054005602,-20.677116061703856,-21.560486874069916,107.0,-0.264,-0.3274,-0.17350172071887698,No,0.27739965926506,No,0.0660961,No,-0.14833529999999998,No,0.68
EIF2B4,NM_001318966,-21.28755099215548,-20.676983211785306,-20.677227685393635,-21.56103851384675,85.0,-0.478655462184874,-0.43363905325443786,-0.342471096515864,No,-0.298064132530237,No,-0.22747978561432602,No,0.0102762159771813,No,0.7016806722689075
DEK,NM_003472,-21.28982114069002,-20.67699273781757,-20.6804467860353,-21.561688075415546,84.0,-0.4373056994818653,-0.4720819112627986,-0.17484246670875103,No,-0.145209336170484,No,-0.1640039,No,0.24362229999999999,No,0.6994818652849741
HOOK3,NM_032410,-21.29065337347375,-20.677117302444717,-20.68250704665419,-21.561688075415546,105.0,-0.5407438016528926,-0.5131286549707602,-0.4321331088537829,No,-0.589751225600874,No,-0.5514651999999999,No,0.06995835,No,0.78099173553719
RENBP,NM_002910,-21.291236293921614,-20.6775778816828,-20.68437706182232,-21.562168960252894,80.0,-0.4518235294117647,-0.41129629629629627,0.124146319363925,No,0.24040480562841895,No,0.44709099999999996,No,0.16429649999999998,No,0.6882352941176471
PUS1,NM_025215,-21.291918879771515,-20.678394596036533,-20.68552890686644,-21.56477926798522,72.0,-0.4496043956043956,-0.4835315315315316,0.305423510514443,No,0.14783069114907502,No,0.3429667,No,-0.02532771,No,0.7032967032967034
MRPL34,NM_023937,-21.29283757528859,-20.678610406296986,-20.686002510791084,-21.565601974736687,119.0,-0.3517333333333333,-0.40590769230769225,0.8412137806051071,No,0.750587444098567,No,0.9321564,No,0.5059933,No,0.5866666666666667
CHMP1A,NM_002768,-21.29283757528859,-20.67880414764296,-20.68646815817409,-21.565769073074442,75.0,-0.4356852791878173,-0.4337373737373737,0.0843811534857019,No,0.261300110417922,No,0.12827339999999998,No,0.18407,No,0.7258883248730964
EWSR1,NM_013986,-21.294519661471575,-20.679098058480026,-20.687168907723066,-21.568683641274088,119.0,-0.362469512195122,-0.3592289719626168,-0.157572276425993,No,0.0760194692308634,No,0.1700525,No,-0.1766777,No,0.6219512195121951
SPC24,NM_001317033,-21.29558860866048,-20.681043549760933,-20.68722763257227,-21.569271703625645,79.0,-0.48634375,-0.4906428571428571,0.438495149005699,No,-0.0556795556207192,No,0.09753656,No,-0.03089291,No,0.646875
MTF1,NM_005955,-21.29558860866048,-20.681211187997047,-20.68841170124597,-21.569406763517264,100.0,-0.27212765957446805,-0.30730290456431536,0.0943350614963934,No,-0.0527914984367116,No,0.39374549999999997,No,0.2537288,No,0.5957446808510638
MYCBP,NM_012333,-21.296176671012034,-20.683951881101397,-20.68869590400926,-21.569818201498798,115.0,-0.3464383561643836,-0.3717919075144509,0.6927518784121559,No,0.118770365306661,No,0.451443272112739,No,0.475552723764655,No,0.7123287671232876
SRSF5,NM_001039465,-21.298189390360534,-20.684471496597627,-20.68869590400926,-21.570634861405352,95.0,-0.44253472222222223,-0.4022938144329897,-0.0581548564489643,No,-0.138751950903029,No,-0.10006696866622002,No,-0.00438388437260394,No,0.5902777777777778
CDCA5,NM_080668,-21.298189390360534,-20.68723552000885,-20.69156394925393,-21.570634861405352,90.0,-0.4192727272727273,-0.4356981132075472,0.440442706779918,No,0.615232572779968,No,0.7148572,No,0.4240912,No,0.6545454545454545
GSN,NM_001353053,-21.30004295900986,-20.68764651742129,-20.69209635562796,-21.570634861405352,64.0,-0.3540676416819013,-0.3623701842546064,0.271022319847822,No,0.145274778751537,No,0.1661054,No,-0.2090185,No,0.5374771480804388
ATP11B,NM_014616,-21.30011564697569,-20.687964047052684,-20.69251516518925,-21.572159375282844,85.0,-0.5880544747081712,-0.5251540616246498,-0.17659119232904602,No,-0.554096198779709,No,-0.627540808485945,No,-0.20515565167659197,No,0.7937743190661478
DNAJB1,NM_006145,-21.30021768258621,-20.68840623145078,-20.6954527682445,-21.57248843005468,101.0,-0.5227142857142857,-0.5233225806451612,0.33694656944747603,No,0.040856925002122,No,0.1874484,No,-0.09652707,No,0.7666666666666667
ZNF784,NM_203374,-21.30224366068858,-20.688600821326933,-20.69578769742439,-21.57290939406847,123.0,-0.16285714285714284,-0.4202631578947368,0.641837437786745,No,0.639921568350989,No,1.387006,enrich,0.2421196,No,0.6428571428571429
ELAC1,NM_018696,-21.30248783112075,-20.68959931594624,-20.696532750310887,-21.573726053975026,80.0,-0.5423584905660378,-0.4765533980582524,-0.351259416323769,No,0.25735909094799303,No,-0.26208824141277304,No,0.07383555,No,0.7735849056603774
SNX15,NM_013306,-21.3029687159581,-20.689851603228586,-20.696719507739193,-21.574591480251456,59.0,-0.42838461538461536,-0.42282608695652174,0.37610125186724297,No,0.17717633756515697,No,0.375491815760535,No,0.20234288852028304,No,0.7307692307692307
ILKAP,NM_030768,-21.303956858330995,-20.6903805657545,-20.697172182466947,-21.57661372563222,69.0,-0.4438461538461539,-0.4163478260869565,0.000516842913569168,No,-0.09713128401010301,No,-0.1383396,No,-0.05724533,No,0.8076923076923077
SH3BGRL2,NM_031469,-21.304341399770074,-20.69053077338936,-20.697531558147894,-21.57760353072145,81.0,-0.4707002801120448,-0.4368708971553609,0.34076012914244,No,-0.143080675640347,No,-0.01295801,No,-0.09768978,No,0.6918767507002801
CREBRF,NM_153607,-21.304341399770074,-20.69100701315084,-20.698958724731163,-21.578024494735235,77.0,-0.2572727272727273,-0.2769928400954654,-0.22297773259404605,No,-0.212648254923291,No,-0.645709,No,0.27855019999999997,No,0.47648902821316613
VPS45,NM_007259,-21.305740980124494,-20.69243966624681,-20.699434803757264,-21.578467294281545,86.0,-0.3984424778761062,-0.3877142857142857,-0.501161512431908,No,-0.40743628441937296,No,-0.547901841184875,No,-0.33552719999999997,No,0.6017699115044248
TATDN3,NM_001146171,-21.308341761824554,-20.694342376152683,-20.700241826161662,-21.58110616127265,78.0,-0.4327659574468085,-0.408659793814433,0.017894060332496003,No,0.22058444910509303,No,0.118634276226368,No,0.34224247053850104,No,0.6702127659574468
COMMD2,NM_016094,-21.312709649440595,-20.694346473917147,-20.700347134004744,-21.58127325961041,110.0,-0.2609090909090909,-0.387483870967742,-0.22056198223746698,No,0.0509526650301807,No,-0.17505199999999999,No,0.3292595,No,0.6545454545454545
ACO1,NM_001278352,-21.313709149773675,-20.694520832450632,-20.70057567635241,-21.58189078273307,86.0,-0.4396035242290749,-0.4087767584097859,-0.30867296296373403,No,-0.22166818447780198,No,-0.3398337,No,-0.2716366,No,0.6784140969162996
MNS1,NM_018365,-21.31393774732868,-20.69511550234813,-20.701054205551387,-21.585571700370625,88.0,-0.4641212121212121,-0.3666037735849057,-0.366890168718193,No,-0.7504301956045278,No,-0.5612913,No,-0.4991503,No,0.6787878787878788
DENND1B,NM_001195215,-21.31393774732868,-20.695168815625745,-20.703374150279654,-21.586383218373488,73.0,-0.5339940828402368,-0.4779908675799087,-0.685054810584098,No,-0.132982263349353,No,-0.321759882869031,No,0.0216474715570455,No,0.7366863905325444
NEK3,NM_152720,-21.31561983351166,-20.69636487506769,-20.70366406092196,-21.586971280725045,76.0,-0.5304303797468355,-0.4931515151515152,-0.40271308009713896,No,0.0731898269769437,No,-0.20971784939077698,No,-0.45685244850582396,No,0.7341772151898734
HLA-C,NM_002117,-21.31572186912218,-20.69706217850194,-20.704180812621427,-21.586971280725045,71.0,-0.17,-0.3321212121212121,0.505351530114878,No,0.0982553748999606,No,0.05542135,No,0.01614974,No,0.6307692307692307
GEMIN4,NM_015721,-21.315791315978,-20.69738050897898,-20.704187298385715,-21.586971280725045,66.0,-0.5289915966386555,-0.40319634703196333,-0.0811861769630236,No,-0.0397395610086674,No,-0.112134327904249,No,-0.26978800000000003,No,0.773109243697479
RPL18A,NM_000980,-21.316538529028737,-20.697791777748915,-20.704383657504074,-21.590847094755134,83.0,-0.3530379746835443,-0.3594413407821229,0.757499794812374,No,0.264412903760938,No,0.844225,No,-0.09201727,No,0.6582278481012658
RSBN1L,NM_198467,-21.31799201765672,-20.698739468395342,-20.704657724782837,-21.59252918093812,114.0,-0.16340909090909092,-0.3663194444444444,-0.39962268867707296,No,-0.221603180086578,No,-0.3417179,No,-0.2280036,No,0.5909090909090909
CRLF3,NM_015986,-21.31799201765672,-20.698866775106307,-20.705397727891768,-21.593528681271206,81.0,-0.656697247706422,-0.5581339712918659,-0.4144105431523111,No,-0.0291905354825988,No,-0.09252816,No,0.1604744,No,0.8165137614678899
CCDC51,NM_001256964,-21.31799201765672,-20.699219353232188,-20.70669176286869,-21.594751468044013,102.0,-0.3315,-0.4203333333333333,-0.11105495899974,No,0.0669059003493502,No,0.18165913285951302,No,-0.15188379999999999,No,0.6357142857142857
GYPC,NM_001256584,-21.32083696978895,-20.699454903947228,-20.70796805810595,-21.595136009483085,124.0,-0.3744462809917356,-0.3755190839694657,0.4091904110248739,No,0.19292633853358498,No,0.1848612,No,0.09999745,No,0.556198347107438
RPF1,NM_025065,-21.32149447899632,-20.69967156165824,-20.7086601195912,-21.595136009483085,111.0,-0.3055555555555556,-0.3069655172413793,-0.23906043197097196,No,-0.0166753983511706,No,0.01466716,No,0.03891889,No,0.5111111111111111
UBR5,NM_015902,-21.32190591697785,-20.69967297084033,-20.70896664263313,-21.59880573837205,96.0,-0.5645494505494506,-0.5272972972972972,-0.4982486709629,No,-0.24934720187507198,No,-0.29561982019898,No,-0.125871435533018,No,0.756043956043956
SCRN2,NM_001145023,-21.32269053843827,-20.70038695190353,-20.710098021393886,-21.599393800723604,127.0,-0.437936507936508,-0.43376106194690267,0.5718334992146221,No,0.313717298505521,No,0.43542709999999996,No,-0.4348608,No,0.7063492063492064
P4HB,NM_000918,-21.325772204975678,-20.701720534369866,-20.710523671198143,-21.601896930941724,90.0,-0.5515228426395941,-0.549057239057239,0.24298288300538504,No,0.10434403202742301,No,0.0892200408882363,No,0.0519953511912312,No,0.7868020304568528
TUBE1,NM_016262,-21.326029634161717,-20.701923365001193,-20.710625331941213,-21.60478460259892,98.0,-0.4282456140350877,-0.4459345794392524,-0.30659273541661897,No,-0.433738354610758,No,-0.590357964337713,No,-0.05958057,No,0.6842105263157895
RAB14,NM_016322,-21.32636026732723,-20.701926004362786,-20.71119311556257,-21.6074548311548,94.0,-0.4264912280701754,-0.3993705035971224,-0.128645013343825,No,-0.301984837110448,No,-0.41656166454824395,No,-0.106886853798267,No,0.706140350877193
MTFP1,NM_016498,-21.328144389120734,-20.705889568955868,-20.71123164926398,-21.610061659699763,93.0,-0.4352140077821011,-0.4388515406162465,0.647465100302627,No,0.16799249828358598,No,0.4463853617932829,No,-0.10864595829814899,No,0.6536964980544747
MCL1,NM_021960,-21.329205219459464,-20.70612769254313,-20.713179202924493,-21.612331808234305,107.0,-0.3630288461538462,-0.4211688311688312,0.17963979360409602,No,0.342916382321463,No,0.2306991,No,0.2593314,No,0.5721153846153846
OGFOD3,NM_175902,-21.330274166648373,-20.70665360586596,-20.714257961352857,-21.612981369803094,105.0,-0.5738815789473685,-0.5493253968253968,0.6679646465046,No,0.671263266795989,No,0.7193986,No,0.6554840999999999,No,0.7960526315789473
MCUR1,NM_001031713,-21.33088730564245,-20.707973144342283,-20.714742589942528,-21.615755296685823,78.0,-0.4551145038167938,-0.4896536796536797,0.20842625549738,No,0.977000464814657,No,0.7042419,No,0.5404078,No,0.7404580152671756
ZC3H15,NM_018471,-21.331956252831358,-20.708303038454595,-20.715125088246978,-21.618258426903942,71.0,-0.4416444444444445,-0.4068307692307692,-0.618057448848331,No,-0.388030728310308,No,-0.2900928,No,-0.003650993,No,0.6755555555555556
TCF25,NM_014972,-21.331956252831358,-20.708355121552707,-20.715470087476493,-21.618258426903942,67.0,-0.26987804878048777,-0.43642857142857133,-0.00504550627127594,No,0.283773610651974,No,0.240029386334723,No,-0.0113800215099961,No,0.6341463414634146
OLA1,NM_013341,-21.332544315182904,-20.71122090921695,-20.716615099983688,-21.618846489255496,77.0,-0.5549315068493149,-0.4621316614420062,-0.47386905491864295,No,-0.33054488897112105,No,-0.340267729034632,No,0.1936868,No,0.776255707762557
SLC30A7,NM_133496,-21.33332893664333,-20.71143932373714,-20.717204303978377,-21.619425025574785,112.0,-0.4095135135135136,-0.3631228070175439,-0.41427395125374494,No,-0.37955938416625606,No,-0.7098739156575741,No,-0.510665027585671,No,0.6594594594594595
AMMECR1,NM_001171689,-21.33332893664333,-20.71211269213748,-20.718472451603,-21.62070005790482,83.0,-0.3942229199372057,-0.3873541383989145,-0.0935001862470739,No,-0.311184795555409,No,-0.42297290000000004,No,-0.28389549999999997,No,0.5745682888540031
PI4K2B,NM_018323,-21.333659569808844,-20.712372847364897,-20.71954510709709,-21.621928155792904,53.0,-0.4080451127819549,-0.4889699570815451,-0.209554722575328,No,-0.285421893735893,No,-0.3246731,No,0.13944600000000001,No,0.6842105263157895
FN3K,NM_022158,-21.33472851699775,-20.713680574336667,-20.720064905240573,-21.62403120598968,52.0,-0.2821311475409836,-0.4359627329192545,0.36004593060421297,No,0.299768031547104,No,0.2922185,No,0.1820411,No,0.7704918032786885
TTLL4,NM_014640,-21.336341156324913,-20.714705070671567,-20.720534548932985,-21.62597711500566,109.0,-0.4317297297297297,-0.4211063829787234,0.0874382593002032,No,0.17838502159559802,No,0.253411540294061,No,-0.403018,No,0.6216216216216216
NUBP1,NM_002484,-21.33819472497424,-20.71475026709901,-20.721701159942146,-21.626976615338744,76.0,-0.19705128205128206,-0.3568539325842697,0.00664034494676089,No,0.018797848694213,No,-0.1949935,No,0.164812,No,0.5897435897435898
COG6,NM_001145079,-21.33878278732579,-20.714769193367445,-20.721856954379497,-21.629308263090525,107.0,-0.54,-0.5177,-0.309711213593749,No,-0.24519468115490303,No,-0.3627656,No,-0.31805140000000004,No,0.7
ZW10,NM_004724,-21.339026957757962,-20.715628816905294,-20.722926086773136,-21.62989632544208,111.0,-0.5006185567010311,-0.4853807106598985,-0.468635463011706,No,-0.361615450644776,No,-0.436516410824967,No,-0.155519905576331,No,0.7010309278350515
TPM3,NM_152263,-21.341627739458026,-20.71628410732444,-20.724751371534328,-21.630680946902494,64.0,-0.2618803418803419,-0.3372350230414747,0.0430486947717427,No,-0.31477042092570195,No,-0.0697887350004612,No,0.1179403,No,0.5555555555555556
ARHGAP18,NM_033515,-21.342696686646928,-20.716427117692934,-20.72655174505553,-21.630680946902494,93.0,-0.2267415730337079,-0.32476190476190475,-0.19293060121703098,No,-0.17220579614084097,No,-0.0822074408462569,No,0.0318649987576075,No,0.5056179775280899
KCNAB2,NM_001199860,-21.34292528420193,-20.7171625978968,-20.72670554830343,-21.632091716005515,82.0,-0.4425044722719141,-0.4469195751138088,-0.007886473918564391,No,-0.0683151760271372,No,-0.0234856567495811,No,0.1179114,No,0.6100178890876565
TMEM184C,NM_018241,-21.34379071047836,-20.717339045864325,-20.727273947264187,-21.63249179602685,74.0,-0.3896133567662566,-0.3764125560538116,-0.0822589338275234,No,-0.3600541472052561,No,-0.4111363,No,-0.5253898,No,0.5729349736379613
TUBB4B,NM_006088,-21.344378772829913,-20.721692209084246,-20.72746098778368,-21.63377213947217,91.0,-0.30637254901960786,-0.33896039603960393,0.10579037413743099,No,0.0431443947442569,No,-0.05513885,No,-0.11564360000000001,No,0.6372549019607843
CDK13,NM_003718,-21.34722372496214,-20.72270724799959,-20.728895856845643,-21.634761944561397,68.0,-0.4570921985815603,-0.4940314136125654,-0.23273493432516396,No,0.0770768040769181,No,-0.0385229728665108,No,0.008382500402283959,No,0.7056737588652482
